mold_name,manufacturer,disc_type,stability,rim_camber_shape,mass_kg,radius_m,rim_width_m,thickness_m,rim_depth_m,rim_camber_h_m,dome_height_m
Bullet,Mint Discs,Putter,Understable,Flat,0.17600,0.10600,0.01150,0.01800,0.01500,0.00686,0.00345
Freetail,Mint Discs,Driver,Stable,Concave,0.17510,0.10550,0.02000,0.01700,0.01200,0.00633,0.00402
Grackle,Mint Discs,Driver,Stable,Concave,0.17680,0.10650,0.01900,0.01600,0.01200,0.01006,0.00393
Jackalope,Mint Discs,Driver,Stable,Concave,0.17600,0.10600,0.01950,0.01500,0.01100,0.00740,0.00372
Longhorn,Mint Discs,Driver,Stable,Concave,0.17680,0.10650,0.02150,0.01500,0.01200,0.01001,0.00391
Mustang,Mint Discs,Midrange,Stable,Flat,0.17850,0.10750,0.01450,0.01600,0.01300,0.01258,0.00262
Phoenix,Mint Discs,Driver,Stable,Concave,0.17600,0.10600,0.02000,0.01500,0.01200,0.00751,0.00378
Profit,Mint Discs,Putter,Understable,Flat,0.17510,0.10550,0.01100,0.01900,0.01600,0.00487,0.00309
NSH1 TheTeleporter,Newb SimHouse Custom Discs,Driver,Stable,Concave,0.17510,0.10550,0.01900,0.01400,0.01200,0.00503,0.00319
NSH2 The Borg,Newb SimHouse Custom Discs,Driver,Stable,Concave,0.17600,0.10600,0.02050,0.01500,0.01200,0.00762,0.00383
NSH3 Dwayne,Newb SimHouse Custom Discs,Driver,Stable,Concave,0.17510,0.10550,0.01950,0.01600,0.01300,0.00586,0.00372
NSH4 Mr. Putt,Newb SimHouse Custom Discs,Midrange,Understable,NONE,0.17510,0.10550,0.01050,0.01700,0.01300,0.00423,0.00268
Skeggøx,Nordisc,Fairway,Stable,Concave,0.17600,0.10600,0.01650,0.01900,0.01300,0.00858,0.00431
Caldera,Obsidian Discs Oy,Driver,Overstable,Concave,0.17600,0.10600,0.02250,0.01700,0.01200,0.00912,0.00458
Cinder,Obsidian Discs Oy,Driver,Stable,Concave,0.17600,0.10600,0.01850,0.02200,0.01300,0.01055,0.00531
Rift,Obsidian Discs Oy,Driver,Overstable,Concave,0.17600,0.10600,0.02100,0.01500,0.01200,0.00772,0.00388
Shard,Obsidian Discs Oy,Driver,Overstable,Concave,0.17600,0.10600,0.01900,0.01500,0.01200,0.00730,0.00367
Splinter,Obsidian Discs Oy,Putter,Understable,Flat,0.17680,0.10650,0.01050,0.02400,0.01500,0.01199,0.00468
Andro 1,Ozone Discs,Midrange,Stable,Concave,0.17850,0.10750,0.01500,0.01800,0.01300,0.01415,0.00295
Andro C,Ozone Discs,Midrange,Stable,Concave,0.17760,0.10700,0.01500,0.01500,0.01300,0.01082,0.00318
Andro C (retooled),Ozone Discs,Midrange,Stable,Concave,0.17930,0.10800,0.01500,0.01500,0.01300,0.01257,0.00168
Hyperion,Ozone Discs,Driver,Overstable,Concave,0.17430,0.10500,0.02150,0.01600,0.01100,0.00444,0.00351
Mercury Putter,Pacific Cycle,Putter,Understable,Flat,0.17680,0.10650,0.00800,0.02000,0.01600,0.00923,0.00361
Pluto Driver,Pacific Cycle,Midrange,Overstable,Flat,0.17430,0.10500,0.01400,0.01700,0.01100,0.00320,0.00253
Saturn Mid Range,Pacific Cycle,Midrange,Stable,Flat,0.17430,0.10500,0.01400,0.01700,0.01100,0.00320,0.00253
Bird-Dog,Paradigm Disc Golf,Putter,Understable,Flat,0.17430,0.10500,0.01000,0.02400,0.01500,0.00340,0.00268
Terrapin,Paradigm Disc Golf,Midrange,Stable,NONE,0.18010,0.10850,0.01200,0.01900,0.01300,0.01691,0.00114
Tiger,Paradigm Disc Golf,Fairway,Stable,Concave,0.17510,0.10550,0.01800,0.01700,0.01100,0.00588,0.00373
Habit,Plastic Addicts,Putter,Understable,Flat,0.18340,0.11050,0.01000,0.02100,0.01600,0.01995,0.00000
Intervention,Plastic Addicts,Driver,Stable,Concave,0.17600,0.10600,0.02250,0.01300,0.01100,0.00697,0.00350
Maximizer,Plastic Paradise,Putter,Understable,Concave,0.18090,0.10900,0.01700,0.01800,0.01600,0.01696,0.00014
Optimizer,Plastic Paradise,Putter,Understable,Flat,0.18260,0.11000,0.00900,0.01700,0.01700,0.01615,0.00000
A1,Prodigy Disc,Putter,Stable,Flat,0.17430,0.10500,0.01400,0.02000,0.01300,0.00377,0.00298
A2,Prodigy Disc,Putter,Stable,Flat,0.17430,0.10500,0.01400,0.02000,0.01300,0.00377,0.00298
A3,Prodigy Disc,Putter,Stable,Flat,0.17430,0.10500,0.01400,0.02000,0.01300,0.00377,0.00298
A4,Prodigy Disc,Putter,Understable,Flat,0.17430,0.10500,0.01400,0.02000,0.01300,0.00377,0.00298
D Model #3,Prodigy Disc,Driver,Overstable,Concave,0.17430,0.10500,0.02150,0.01600,0.01100,0.00444,0.00351
D Model #5,Prodigy Disc,Driver,Overstable,Concave,0.17430,0.10500,0.02150,0.01600,0.01100,0.00444,0.00351
D Model Distance Driver S,Prodigy Disc,Driver,Stable,Concave,0.17510,0.10550,0.02200,0.01500,0.01100,0.00598,0.00379
D Model OS,Prodigy Disc,Driver,Overstable,Concave,0.17430,0.10500,0.02150,0.01500,0.01100,0.00416,0.00329
D Model US,Prodigy Disc,Driver,Overstable,Concave,0.17430,0.10500,0.02150,0.01600,0.01100,0.00444,0.00351
D Model US+,Prodigy Disc,Driver,Overstable,Concave,0.17430,0.10500,0.02250,0.01800,0.01100,0.00521,0.00412
D Model US++,Prodigy Disc,Driver,Overstable,Concave,0.17430,0.10500,0.02200,0.01700,0.01100,0.00482,0.00381
D1,Prodigy Disc,Driver,Overstable,Concave,0.17430,0.10500,0.02350,0.01900,0.01200,0.00573,0.00453
D1 Max,Prodigy Disc,Driver,Overstable,Concave,0.17430,0.10500,0.02350,0.01600,0.01200,0.00483,0.00381
D1 V2 (retooled D1),Prodigy Disc,Driver,Overstable,Concave,0.17510,0.10550,0.02400,0.01900,0.01200,0.00807,0.00512
D2,Prodigy Disc,Driver,Stable,Concave,0.17430,0.10500,0.02350,0.01900,0.01200,0.00573,0.00453
D2 Max,Prodigy Disc,Driver,Stable,Concave,0.17510,0.10550,0.02400,0.01900,0.01200,0.00807,0.00512
D2 V2 (retooled D2),Prodigy Disc,Driver,Stable,Concave,0.17510,0.10550,0.02400,0.01900,0.01200,0.00807,0.00512
D3,Prodigy Disc,Driver,Stable,Concave,0.17430,0.10500,0.02350,0.01700,0.01200,0.00513,0.00405
D3 Max,Prodigy Disc,Driver,Stable,Concave,0.17510,0.10550,0.02400,0.01800,0.01200,0.00765,0.00485
D3 V2 (retooled D3),Prodigy Disc,Driver,Stable,Concave,0.17430,0.10500,0.02350,0.01900,0.01200,0.00573,0.00453
D4,Prodigy Disc,Driver,Stable,Concave,0.17430,0.10500,0.02350,0.01900,0.01200,0.00573,0.00453
D4 Max,Prodigy Disc,Driver,Stable,Concave,0.17430,0.10500,0.02350,0.01900,0.01200,0.00573,0.00453
D5,Prodigy Disc,Driver,Overstable,Concave,0.17510,0.10550,0.02400,0.01600,0.01200,0.00680,0.00431
D5 V2 (retooled D5),Prodigy Disc,Driver,Overstable,Concave,0.17600,0.10600,0.02400,0.01700,0.01200,0.00948,0.00477
D6,Prodigy Disc,Driver,Overstable,Concave,0.17430,0.10500,0.02400,0.01600,0.01200,0.00492,0.00389
D6 Max,Prodigy Disc,Driver,Overstable,Concave,0.17510,0.10550,0.02400,0.01700,0.01200,0.00722,0.00458
D6 V2 (retooled D6),Prodigy Disc,Driver,Overstable,Concave,0.17430,0.10500,0.02350,0.01800,0.01200,0.00543,0.00429
F Model Fairway Driver S,Prodigy Disc,Driver,Stable,Concave,0.17680,0.10650,0.02050,0.01400,0.01100,0.00912,0.00356
F Model OS,Prodigy Disc,Driver,Stable,Concave,0.17680,0.10650,0.02100,0.01600,0.01100,0.01055,0.00412
F Model OS+,Prodigy Disc,Driver,Stable,Concave,0.17600,0.10600,0.02050,0.01700,0.01100,0.00863,0.00434
F Model US,Prodigy Disc,Driver,Stable,Concave,0.17680,0.10650,0.02050,0.01500,0.01100,0.00977,0.00382
F1,Prodigy Disc,Fairway,Overstable,Concave,0.17680,0.10650,0.01800,0.01500,0.01100,0.00920,0.00359
F2,Prodigy Disc,Fairway,Stable,Concave,0.17680,0.10650,0.01800,0.01500,0.01100,0.00920,0.00359
F3,Prodigy Disc,Fairway,Stable,Concave,0.17680,0.10650,0.01800,0.01500,0.01100,0.00920,0.00359
F5,Prodigy Disc,Fairway,Stable,Concave,0.17680,0.10650,0.01800,0.01900,0.01200,0.01166,0.00455
F7,Prodigy Disc,Fairway,Stable,Concave,0.17680,0.10650,0.01750,0.01500,0.01100,0.00908,0.00355
FX-2,Prodigy Disc,Driver,Overstable,Concave,0.17510,0.10550,0.02000,0.01600,0.01200,0.00596,0.00378
H1,Prodigy Disc,Driver,Stable,Concave,0.17680,0.10650,0.01950,0.01800,0.01200,0.01146,0.00448
H1 (retooled H1),Prodigy Disc,Driver,Overstable,Concave,0.17760,0.10700,0.02000,0.01600,0.01200,0.01175,0.00345
H2,Prodigy Disc,Driver,Stable,Concave,0.17680,0.10650,0.01900,0.01700,0.01200,0.01069,0.00418
H2 V2 (retooled H2),Prodigy Disc,Driver,Overstable,Concave,0.17760,0.10700,0.02000,0.01600,0.01200,0.01175,0.00345
H3,Prodigy Disc,Driver,Stable,Concave,0.17680,0.10650,0.02000,0.01700,0.01200,0.01095,0.00428
H3 V2 (retooled H3),Prodigy Disc,Driver,Stable,Concave,0.17680,0.10650,0.02000,0.01800,0.01200,0.01160,0.00453
H4,Prodigy Disc,Driver,Stable,Concave,0.17680,0.10650,0.01950,0.01800,0.01200,0.01146,0.00448
H4 (retooled),Prodigy Disc,Driver,Overstable,Concave,0.17680,0.10650,0.01950,0.01500,0.01200,0.00955,0.00373
H5,Prodigy Disc,Driver,Stable,Concave,0.17680,0.10650,0.01950,0.01700,0.01200,0.01082,0.00423
M Model Mid Range OS,Prodigy Disc,Putter,Stable,Flat,0.18010,0.10850,0.01300,0.01900,0.01400,0.01691,0.00114
M Model S,Prodigy Disc,Putter,Stable,Flat,0.18010,0.10850,0.01300,0.02000,0.01500,0.01780,0.00120
M Model US,Prodigy Disc,Putter,Stable,Flat,0.18090,0.10900,0.01350,0.01900,0.01500,0.01790,0.00015
M1,Prodigy Disc,Midrange,Stable,Flat,0.18010,0.10850,0.01400,0.02000,0.01300,0.01780,0.00120
M2 (originally M3),Prodigy Disc,Midrange,Stable,Flat,0.18010,0.10850,0.01400,0.02000,0.01300,0.01780,0.00120
M3 (originally M2),Prodigy Disc,Midrange,Stable,Flat,0.18010,0.10850,0.01400,0.01900,0.01300,0.01691,0.00114
M4,Prodigy Disc,Midrange,Stable,Flat,0.18010,0.10850,0.01400,0.02000,0.01300,0.01780,0.00120
M5,Prodigy Disc,Midrange,Stable,NONE,0.18010,0.10850,0.01350,0.02200,0.01300,0.01958,0.00132
MX-3,Prodigy Disc,Midrange,Stable,Flat,0.18010,0.10850,0.01400,0.01900,0.01300,0.01691,0.00114
New M1,Prodigy Disc,Midrange,Stable,Flat,0.18090,0.10900,0.01400,0.01900,0.01300,0.01790,0.00015
P Model Putter OS,Prodigy Disc,Putter,Understable,Flat,0.17510,0.10550,0.01000,0.02200,0.01500,0.00534,0.00339
P Model US,Prodigy Disc,Putter,Understable,Flat,0.17680,0.10650,0.01100,0.02000,0.01500,0.01015,0.00396
PA1,Prodigy Disc,Putter,Understable,Flat,0.17430,0.10500,0.01000,0.01900,0.01400,0.00268,0.00212
PA2,Prodigy Disc,Putter,Stable,Flat,0.17510,0.10550,0.01000,0.01900,0.01400,0.00461,0.00292
PA3,Prodigy Disc,Putter,Understable,Flat,0.17430,0.10500,0.01050,0.02000,0.01400,0.00295,0.00233
PA4,Prodigy Disc,Putter,Understable,Flat,0.17430,0.10500,0.01000,0.01900,0.01400,0.00268,0.00212
X1,Prodigy Disc,Driver,Overstable,Concave,0.17430,0.10500,0.02350,0.01500,0.01200,0.00453,0.00358
X2,Prodigy Disc,Driver,Overstable,Concave,0.17510,0.10550,0.02250,0.01800,0.01100,0.00729,0.00462
X3,Prodigy Disc,Driver,Stable,Concave,0.17510,0.10550,0.02250,0.01700,0.01100,0.00688,0.00437
X4,Prodigy Disc,Driver,Overstable,Concave,0.17600,0.10600,0.02300,0.01700,0.01100,0.00923,0.00464
X5,Prodigy Disc,Driver,Overstable,Concave,0.17510,0.10550,0.02250,0.01900,0.01100,0.00769,0.00488
X6,Prodigy Disc,Driver,Overstable,Concave,0.17510,0.10550,0.02250,0.01800,0.01100,0.00729,0.00462
FASTi,Prodiscus,Driver,Overstable,Concave,0.17510,0.10550,0.02000,0.01600,0.01100,0.00596,0.00378
FLIPPERi,Prodiscus,Driver,Overstable,Concave,0.17600,0.10600,0.02000,0.01700,0.01200,0.00851,0.00428
Jokeri,Prodiscus,Putter,Understable,Flat,0.17600,0.10600,0.01100,0.01800,0.01500,0.00673,0.00338
Laseri,Prodiscus,Driver,Stable,Concave,0.17510,0.10550,0.01950,0.01600,0.01100,0.00585,0.00371
Legenda,Prodiscus,Driver,Overstable,Concave,0.17430,0.10500,0.02350,0.01500,0.01100,0.00452,0.00357
Midari,Prodiscus,Putter,Stable,Flat,0.17930,0.10800,0.01400,0.01800,0.01500,0.01508,0.00202
Razeri,Prodiscus,Driver,Overstable,Concave,0.17510,0.10550,0.02350,0.01500,0.01100,0.00627,0.00398
Respecti,Prodiscus,Putter,Stable,Concave,0.17430,0.10500,0.01900,0.01800,0.01300,0.00447,0.00353
Rocket,Prodiscus,Driver,Stable,Concave,0.17600,0.10600,0.01950,0.01700,0.01300,0.00840,0.00422
STARi,Prodiscus,Putter,Stable,Flat,0.17930,0.10800,0.01350,0.01900,0.01400,0.01592,0.00213
Slaidi,Prodiscus,Driver,Stable,Concave,0.17510,0.10550,0.02150,0.02000,0.01200,0.00784,0.00497
Sparta,Prodiscus,Putter,Understable,Flat,0.17680,0.10650,0.01050,0.02000,0.01600,0.01000,0.00391
Titan,Prodiscus,Driver,Stable,Concave,0.17600,0.10600,0.01950,0.01600,0.01200,0.00790,0.00397
10 Meter Brick,Quest Applied Technologies,Midrange,Stable,NONE,0.17760,0.10700,0.01200,0.01800,0.01300,0.01210,0.00355
10 Meter Crossfire,Quest Applied Technologies,Putter,Stable,Flat,0.17600,0.10600,0.01150,0.02100,0.01400,0.00799,0.00402
100 Meter Lazer,Quest Applied Technologies,Driver,Overstable,Concave,0.17600,0.10600,0.02100,0.01400,0.01100,0.00720,0.00362
Backbone,Quest Applied Technologies,Midrange,Stable,NONE,0.17600,0.10600,0.01300,0.01900,0.01100,0.00762,0.00383
Crossfire,Quest Applied Technologies,Putter,Stable,Flat,0.17600,0.10600,0.01150,0.02000,0.01400,0.00761,0.00383
Double D,Quest Applied Technologies,Driver,Overstable,Concave,0.17510,0.10550,0.02600,0.01900,0.01100,0.00856,0.00543
Inferno,Quest Applied Technologies,Driver,Stable,Concave,0.17600,0.10600,0.02050,0.01900,0.01300,0.00966,0.00485
Low Speed Driver,Quest Applied Technologies,Driver,Stable,Concave,0.19420,0.11700,0.02400,0.01600,0.01400,0.01520,0.00000
Nighthawk,Quest Applied Technologies,Putter,Stable,Concave,0.17850,0.10750,0.01600,0.02100,0.01400,0.01651,0.00344
Odyssey Approach & Putter,Quest Applied Technologies,Fairway,Stable,Concave,0.17850,0.10750,0.01700,0.02300,0.01200,0.01808,0.00377
Odyssey Driver,Quest Applied Technologies,Putter,Stable,Concave,0.17680,0.10650,0.02250,0.02500,0.01500,0.01708,0.00667
Odyssey Midrange,Quest Applied Technologies,Putter,Stable,Flat,0.17850,0.10750,0.01450,0.02500,0.01500,0.01965,0.00410
Odyssey Power Driver,Quest Applied Technologies,Putter,Stable,Concave,0.17760,0.10700,0.02150,0.02100,0.01500,0.01542,0.00453
Odyssey Putter,Quest Applied Technologies,Putter,Stable,Flat,0.17680,0.10650,0.01150,0.02600,0.01500,0.01339,0.00523
Odyssey True Line Putter,Quest Applied Technologies,Putter,Stable,Flat,0.17760,0.10700,0.01100,0.02300,0.01500,0.01510,0.00443
Raging Inferno DT,Quest Applied Technologies,Driver,Overstable,Concave,0.17510,0.10550,0.02150,0.01900,0.01100,0.00745,0.00472
Ragning Inferno,Quest Applied Technologies,Driver,Overstable,Concave,0.17600,0.10600,0.02150,0.01900,0.01100,0.00991,0.00498
Rock-It,Quest Applied Technologies,Midrange,Stable,NONE,0.17680,0.10650,0.01250,0.01800,0.01300,0.00953,0.00372
Scorcher,Quest Applied Technologies,Driver,Stable,Concave,0.17600,0.10600,0.02200,0.01900,0.01200,0.01005,0.00505
Scream,Quest Applied Technologies,Putter,Stable,Concave,0.17600,0.10600,0.02250,0.02200,0.01400,0.01181,0.00594
Scream DT,Quest Applied Technologies,Putter,Stable,Concave,0.17510,0.10550,0.02150,0.02600,0.01300,0.01021,0.00647
Scream DT Max,Quest Applied Technologies,Driver,Stable,Concave,0.17680,0.10650,0.02250,0.01700,0.01300,0.01161,0.00454
Scream DT Ultra,Quest Applied Technologies,Driver,Stable,Concave,0.17760,0.10700,0.02200,0.01600,0.01300,0.01175,0.00345
Scream DT Ultra 2,Quest Applied Technologies,Driver,Stable,Concave,0.17680,0.10650,0.02200,0.01600,0.01300,0.01081,0.00422
Scream II,Quest Applied Technologies,Putter,Stable,Concave,0.17680,0.10650,0.02200,0.02200,0.01400,0.01487,0.00581
T-Bone,Quest Applied Technologies,Driver,Stable,Concave,0.17600,0.10600,0.01900,0.01600,0.01200,0.00778,0.00391
Wildfire,Quest Applied Technologies,Fairway,Understable,Concave,0.17600,0.10600,0.01750,0.02400,0.01200,0.01116,0.00561
Huia (DGFD1),RPM Discs/Disc Golf Aotearoa,Driver,Stable,Concave,0.17600,0.10600,0.01850,0.01900,0.01200,0.00911,0.00458
Kahu (DGD2),RPM Discs/Disc Golf Aotearoa,Driver,Stable,Concave,0.17430,0.10500,0.02400,0.01500,0.01100,0.00461,0.00364
Kea (MR2),RPM Discs/Disc Golf Aotearoa,Putter,Understable,Concave,0.17600,0.10600,0.01600,0.01900,0.01400,0.00845,0.00425
Kiwi (DGD1,RPM Discs/Disc Golf Aotearoa,Driver,Overstable,Concave,0.17510,0.10550,0.02000,0.01400,0.01200,0.00522,0.00331
Kiwi (DGD1,RPM Discs/Disc Golf Aotearoa,Driver,Overstable,Concave,0.17510,0.10550,0.02200,0.01900,0.01200,0.00758,0.00480
Kotare (DGD3),RPM Discs/Disc Golf Aotearoa,Driver,Stable,Concave,0.17600,0.10600,0.02350,0.01500,0.01200,0.00826,0.00415
Kotare (DGD3,RPM Discs/Disc Golf Aotearoa,Driver,Overstable,Concave,0.17600,0.10600,0.02350,0.01500,0.01200,0.00826,0.00415
Kotuku (MR3),RPM Discs/Disc Golf Aotearoa,Midrange,Stable,NONE,0.18010,0.10850,0.01350,0.01700,0.01400,0.01513,0.00102
Piwakawaka (MR1,RPM Discs/Disc Golf Aotearoa,Midrange,Stable,NONE,0.18090,0.10900,0.01300,0.02000,0.01200,0.01884,0.00016
Rippa (DGR1),RPM Discs/Disc Golf Aotearoa,Putter,Understable,Flat,0.18760,0.11300,0.00650,0.02500,0.01600,0.02375,0.00000
Ruru (PA2),RPM Discs/Disc Golf Aotearoa,Putter,Understable,Flat,0.17430,0.10500,0.01050,0.02300,0.01600,0.00340,0.00269
Tui (PA1),RPM Discs/Disc Golf Aotearoa,Putter,Stable,Flat,0.17510,0.10550,0.00900,0.01800,0.01400,0.00413,0.00262
Gila,Reptilian Disc Golf,Putter,Stable,Flat,0.17430,0.10500,0.00900,0.01600,0.01200,0.00206,0.00163
Ptero,Reptilian Disc Golf,Fairway,Stable,Concave,0.17600,0.10600,0.01800,0.01700,0.01100,0.00802,0.00403
Scale,Reptilian Disc Golf,Putter,Understable,Flat,0.17430,0.10500,0.01000,0.02200,0.01500,0.00312,0.00246
Serpent,Reptilian Disc Golf,Putter,Understable,Flat,0.17430,0.10500,0.00950,0.02200,0.01500,0.00298,0.00236
Stego,Reptilian Disc Golf,Midrange,Understable,NONE,0.17680,0.10650,0.01000,0.01800,0.01200,0.00883,0.00345
Tyrant,Reptilian Disc Golf,Fairway,Overstable,Concave,0.17600,0.10600,0.01800,0.01400,0.01100,0.00661,0.00332
Velociraptor,Reptilian Disc Golf,Driver,Stable,Concave,0.17430,0.10500,0.02000,0.02000,0.01600,0.00523,0.00413
Ballistic,Rip Disc Golf,Driver,Stable,Concave,0.17510,0.10550,0.02350,0.02000,0.01200,0.00837,0.00531
Graboide,Rip Disc Golf,Putter,Understable,Flat,0.17600,0.10600,0.01300,0.02500,0.01700,0.01008,0.00507
Relic,Rip Disc Golf,Putter,Understable,Flat,0.17600,0.10600,0.01300,0.02400,0.01700,0.00967,0.00486
Antidote,Salient Discs,Midrange,Stable,NONE,0.17850,0.10750,0.01300,0.02000,0.01300,0.01572,0.00328
Backdraft,Salient Discs,Driver,Stable,Concave,0.17680,0.10650,0.02450,0.02000,0.01300,0.01366,0.00534
Prometheus,Salient Discs,Driver,Overstable,Concave,0.18760,0.11300,0.02550,0.01600,0.01200,0.01520,0.00000
Touch,Salient Discs,Putter,Stable,Concave,0.17600,0.10600,0.01700,0.02000,0.01400,0.00918,0.00461
Vein,Salient Discs,Driver,Stable,Concave,0.17680,0.10650,0.01950,0.01900,0.01300,0.01210,0.00473
Flagship,Skyiron,Driver,Overstable,Concave,0.17850,0.10750,0.02150,0.01300,0.01100,0.01022,0.00213
Chainzilla,Skyquest Discs,Putter,Understable,Flat,0.17600,0.10600,0.01000,0.02200,0.01700,0.00793,0.00399
L13,Skyquest Discs,Driver,Overstable,Concave,0.17600,0.10600,0.02100,0.01500,0.01100,0.00772,0.00388
L13 (retooled),Skyquest Discs,Driver,Overstable,Concave,0.17510,0.10550,0.02100,0.01500,0.01100,0.00578,0.00367
Medusa,Skyquest Discs,Driver,Overstable,Concave,0.17600,0.10600,0.02100,0.01500,0.01100,0.00772,0.00388
Helios,Snap Discsports,Driver,Overstable,Concave,0.18010,0.10850,0.02350,0.01600,0.01200,0.01424,0.00096
uControl,Sportme,Midrange,Stable,NONE,0.17930,0.10800,0.01300,0.01500,0.01200,0.01257,0.00168
uDrive,Sportme,Driver,Stable,Concave,0.17510,0.10550,0.01900,0.01500,0.01100,0.00539,0.00342
uPutt,Sportme,Putter,Understable,Flat,0.17510,0.10550,0.01050,0.02200,0.01600,0.00550,0.00348
Abyss,Storm Disc Golf,Driver,Stable,Concave,0.17510,0.10550,0.02000,0.01600,0.01100,0.00596,0.00378
Jet Stream,Storm Disc Golf,Driver,Overstable,Concave,0.17430,0.10500,0.02250,0.01700,0.01200,0.00493,0.00389
Maelstrom,Storm Disc Golf,Driver,Stable,Concave,0.17760,0.10700,0.02150,0.01700,0.01100,0.01249,0.00366
Radar,Storm Disc Golf,Putter,Understable,Flat,0.17510,0.10550,0.01000,0.02000,0.01500,0.00486,0.00308
The Crater,Storm Disc Golf,Putter,Understable,Flat,0.17510,0.10550,0.01050,0.01800,0.01300,0.00448,0.00284
The Eye,Storm Disc Golf,Midrange,Stable,Flat,0.18180,0.10950,0.01450,0.01800,0.01200,0.01710,0.00000
Wall Cloud,Storm Disc Golf,Midrange,Stable,Concave,0.18180,0.10950,0.01550,0.02100,0.01300,0.01995,0.00000
Drift,Streamline Discs,Fairway,Stable,Concave,0.17600,0.10600,0.01750,0.01800,0.01200,0.00837,0.00421
Echo,Streamline Discs,Midrange,Stable,Flat,0.17760,0.10700,0.01450,0.01600,0.01300,0.01141,0.00335
Engine,Streamline Discs,Driver,Overstable,Concave,0.17600,0.10600,0.02400,0.01500,0.01100,0.00836,0.00420
Flare,Streamline Discs,Driver,Overstable,Concave,0.17600,0.10600,0.02000,0.01800,0.01200,0.00901,0.00453
Jet,Streamline Discs,Driver,Overstable,Concave,0.17600,0.10600,0.02200,0.01500,0.01100,0.00793,0.00399
Lift,Streamline Discs,Driver,Overstable,Concave,0.17600,0.10600,0.02000,0.01700,0.01200,0.00851,0.00428
Pilot,Streamline Discs,Putter,Understable,Concave,0.17600,0.10600,0.01500,0.01900,0.01500,0.00818,0.00411
Runway,Streamline Discs,Midrange,Stable,Flat,0.17850,0.10750,0.01450,0.01700,0.01400,0.01336,0.00279
Stabilizer,Streamline Discs,Putter,Understable,Flat,0.17600,0.10600,0.01200,0.01800,0.01400,0.00698,0.00351
Trace,Streamline Discs,Driver,Stable,Concave,0.17600,0.10600,0.02200,0.01700,0.01200,0.00900,0.00452
Contrail,Sune Sport,Fairway,Stable,Concave,0.17430,0.10500,0.01650,0.01500,0.01300,0.00328,0.00259
Cumulus,Sune Sport,Midrange,Understable,NONE,0.17510,0.10550,0.01100,0.01700,0.01400,0.00435,0.00276
Flow Motion,Sune Sport,Putter,Understable,Flat,0.17510,0.10550,0.01050,0.01900,0.01500,0.00474,0.00301
Inter Locked,Sune Sport,Putter,Understable,Flat,0.17600,0.10600,0.00800,0.02100,0.01600,0.00696,0.00350
Mad Mission,Sune Sport,Putter,Understable,Flat,0.17600,0.10600,0.01000,0.01800,0.01400,0.00647,0.00325
Night Trooper,Sune Sport,Fairway,Overstable,Concave,0.17430,0.10500,0.01750,0.01500,0.01100,0.00345,0.00272
Short Slacker,Sune Sport,Driver,Overstable,Concave,0.17430,0.10500,0.02100,0.01400,0.01200,0.00381,0.00301
Silent Cruiser,Sune Sport,Putter,Stable,Concave,0.17510,0.10550,0.01650,0.01800,0.01300,0.00589,0.00373
Super Soft Golf Disc,Sune Sport,Midrange,Stable,NONE,0.17510,0.10550,0.01000,0.01600,0.01200,0.00387,0.00245
Mjölnir,Synergy Discs,Fairway,Stable,Concave,0.18260,0.11000,0.01800,0.01600,0.01100,0.01520,0.00000
Charge,TOBU Discs,Fairway,Overstable,Concave,0.17510,0.10550,0.01750,0.01500,0.01100,0.00509,0.00323
Power Roller (renamed from Kyng Roller),TOBU Discs,Fairway,Overstable,Concave,0.17510,0.10550,0.01800,0.01400,0.01100,0.00485,0.00307
Animus,Thought Space Athletics,Driver,Stable,Concave,0.17600,0.10600,0.02100,0.01600,0.01200,0.00824,0.00414
Mantra,Thought Space Athletics,Driver,Stable,Concave,0.17600,0.10600,0.02050,0.01700,0.01200,0.00863,0.00434
Pathfinder,Thought Space Athletics,Midrange,Stable,Flat,0.17850,0.10750,0.01450,0.01700,0.01300,0.01336,0.00279
Praxis,Thought Space Athletics,Putter,Understable,Flat,0.17600,0.10600,0.01200,0.01800,0.01400,0.00698,0.00351
Votum,Thought Space Athletics,Driver,Stable,Concave,0.17600,0.10600,0.01850,0.01700,0.01200,0.00815,0.00410
Rei (零),Tokyo Discs,Putter,Stable,Flat,0.17430,0.10500,0.01150,0.02100,0.01400,0.00334,0.00264
Lex,UB Disc Golf - Hand Candy,Putter,Understable,Flat,0.17760,0.10700,0.00900,0.02100,0.01600,0.01310,0.00384
Monstrum,UB Disc Golf - Hand Candy,Driver,Stable,Concave,0.17510,0.10550,0.02350,0.01500,0.01300,0.00628,0.00398
Procul,UB Disc Golf - Hand Candy,Driver,Stable,Concave,0.17510,0.10550,0.02350,0.01600,0.01300,0.00670,0.00425
Arch,Vibram Disc Golf,Fairway,Stable,Concave,0.17430,0.10500,0.01800,0.01900,0.01100,0.00448,0.00354
Ascent,Vibram Disc Golf,Driver,Stable,Concave,0.17510,0.10550,0.01900,0.01600,0.01200,0.00575,0.00365
Crag,Vibram Disc Golf,Putter,Stable,Flat,0.17760,0.10700,0.01400,0.02000,0.01400,0.01411,0.00414
Four20,Vibram Disc Golf,Driver,Overstable,Concave,0.17430,0.10500,0.02400,0.01700,0.01100,0.00523,0.00413
